340
7.05373	8.70222	4.19742	10	6.42024	2.79461
7.12145	6.96935	1.80937	10	5.6085	0.572353
4.35246	9.82957	8.13155	6.85359	9.44232	3.81943
9.19326	7.4849	4.85718	8.18666	7.99773	9.72789
9.73858	0.798105	0.679548	9.56667	5.17108	3.09771
6.86685	8.81659	3.2013	10	9.66638	2.62724
7.72127	2.26321	5.9799	10	3.26885	3.83678
8.12224	8.17325	5.75812	6.29442	10	7.28453
7.15803	9.17245	8.93936	9.9021	8.95109	10
9.53909	7.68278	4.99841	9.10693	10	6.16763
8.75951	4.15596	4.96083	10	3.14534	5.50889
8.57483	4.70339	6.61435	10	6.24278	3.19435
5.63274	9.51926	5.27339	7.66271	10	6.39041
9.81313	9.54866	0.149424	6.12446	9.59917	3.52451
6.84231	8.36195	8.9388	10	9.45496	9.96348
8.82677	2.02473	3.22981	10	2.60764	0.959328
9.37797	3.86005	2.60032	10	3.59863	1.87626
0.257129	8.84677	4.11456	0.0258601	10	1.90375
7.95744	6.24271	8.68565	7.72534	7.64821	10
4.2314	9.92822	4.43432	0	9.42117	2.93237
8.63876	7.47772	5.74238	9.54249	2.57739	6.15474
9.23995	0.882254	3.71122	9.8649	1.05672	0
8.23965	5.8368	0.766086	10	5.58102	0.306759
7.96462	8.36146	4.87259	10	8.33706	3.03943
6.32151	0.346857	3.28866	10	1.07802	0.240817
6.49673	8.63127	2.69037	10	8.31547	3.33944
1.89302	9.8273	3.84827	6.63205	9.67564	2.26127
8.94404	7.5579	8.43988	9.06378	9.97382	10
9.47866	8.47878	7.79776	8.88221	9.22717	10
5.68154	7.08596	0.472121	6.27948	9.27322	0
8.62925	8.52094	6.02187	7.12111	10	5.50398
0.709785	9.66027	3.78974	0	9.70758	2.29491
5.65658	9.82077	0.0597654	8.95739	7.34313	2.88217
7.2965	4.51575	6.28388	10	2.88752	7.7007
5.77767	8.94428	5.96315	4.27301	10	3.6448
4.6506	2.15747	2.78106	9.17723	2.87071	4.78128
4.12513	7.59932	3.70056	3.17841	10	3.64961
8.83653	9.42629	4.45601	6.0327	9.7169	8.58566
1.86893	9.43283	2.04284	1.19209e-07	9.78009	2.36369
2.48437	9.70618	8.88776	3.11408	9.91753	3.93208
8.53663	4.01661	4.49689	10	3.58709	4.96028
7.68764	8.4782	0.200755	2.81232	8.99157	0
2.19683	9.34556	3.25618	3.09435	10	3.45024
3.71183	9.05208	4.93184	0	9.0896	3.57684
9.83961	1.65621	4.18459	9.45237	5.55095	1.07315
0.139681	9.69325	1.78031	3.51701	9.92969	5.45968
7.62381	8.10254	9.01544	10	9.36905	9.44892
8.998	5.74657	3.95325	9.04489	6.41514	0
1.75279	8.08288	3.54471	0.921763	10	3.26252
1.80595	8.58868	3.78523	0.464214	10	2.73349
7.80829	8.68012	1.13668	7.38478	10	2.76663
1.65747	9.19943	3.13274	0.655685	10	2.47825
5.9491	8.95165	9.29566	10	9.68475	9.82706
8.87363	0.641038	2.05	10	1.17299	1.3666
9.06865	6.26379	1.8325	10	7.08669	1.94991
7.29696	8.92192	6.4472	6.95078	10	7.39092
5.62712	5.50412	6.53685	10	7.32893	5.5066
9.78187	4.64817	1.52052	9.45947	6.10709	0
1.97195	9.56311	0.854923	0	9.93968	2.05791
6.86682	6.24154	6.21759	10	8.41015	6.39886
7.13995	5.404	5.31856	9.58402	9.69884	4.5564
7.3137	7.75578	3.90145	9.53693	10	2.40827
8.76753	7.98209	6.79645	8.62667	10	9.5584
8.45115	9.30141	2.62524	9.71223	5.21706	0.0314357
5.79302	5.26164	0.607552	6.44406	9.66288	0
2.13377	6.63235	3.49359	1.27653	10	0.992109
5.49993	8.61915	2.13135	5.73694	10	2.69878
8.01697	6.96944	2.46816	10	6.10152	1.96277
7.38356	8.99374	7.71467	10	7.74682	6.90633
8.74612	3.73739	3.24473	10	4.60846	2.34588
6.40305	7.91786	6.93994	6.06872	10	5.98512
8.44161	5.31625	1.97037	10	6.43985	0.513349
7.82257	8.31732	8.66837	8.49676	7.75549	10
9.47746	7.70686	7.31247	9.34337	10	9.15296
8.92017	7.26918	4.20607	10	7.29324	5.64859
2.09291	9.03616	0.224235	1.2395	10	1.63004
6.08044	5.23609	1.49187	7.66014	0.546327	2.20646
0.650454	9.68972	5.38604	0	8.3635	3.22319
6.0323	8.80233	0.920415	8.26881	10	0.725942
8.77888	3.11419	9.73112	9.38087	4.48306	4.95997
8.26102	8.05945	2.69572	10	9.8998	2.67867
8.9729	9.28207	3.72189	7.21336	10	6.49395
9.19374	9.50194	8.94079	10	9.03556	9.66293
7.79043	0.523963	0.385871	10	4.04806	2.13944
5.11858	8.36712	4.03214	4.34466	10	3.79946
2.83402	6.50903	4.7334	2.81248	10	6.38333
8.83005	6.44788	6.64854	10	9.04852	7.34052
4.62762	8.16202	6.35431	1.9422	10	3.82754
8.41631	9.7148	2.71375	9.57328	9.49817	7.57322
9.50354	9.15269	2.19412	9.52772	10	2.41716
5.2644	9.76477	4.09668	5.80703	10	2.45637
5.37724	7.7099	5.07515	1.87713	10	6.46614
8.09988	9.35069	4.46752	9.272	10	5.08998
6.7016	6.71367	5.14262	10	7.61304	4.85007
9.92777	8.69029	3.98554	9.80897	5.47592	0.157533
6.08477	7.8379	8.39017	7.36289	9.84722	10
9.20969	3.61811	4.69875	10	3.85569	4.97534
4.9303	5.62034	1.26772	9.80413	4.73387	0.589543
2.60815	8.46316	6.06772	0.815636	8.80623	1.41271
8.38236	3.88201	6.16969	10	3.38332	4.9457
9.67682	1.94743	3.29444	9.71906	1.52509	0
8.60996	8.37471	1.59318	10	8.81477	4.8436
1.61557	8.82372	2.92477	1.42537	10	0.789172
8.06094	4.34195	1.79973	9.76487	5.34026	0
7.73946	9.83954	0.14986	4.58407	9.8703	4.02834
5.72386	7.07717	3.14142	5.2998	8.78414	0
5.4897	8.83365	0.56156	5.5454	8.67286	0
1.58081	9.41651	1.18495	1.12898	10	1.22002
5.98222	4.16213	5.52259	10	4.96465	5.82875
8.95773	4.75288	2.68549	10	3.24829	1.64009
8.47215	4.97674	6.30892	10	3.69881	5.68359
0.544406	7.81843	4.19961	0.422095	10	5.01759
7.45923	8.98362	8.61217	7.50312	9.48853	10
8.86119	4.21169	4.48001	10	4.60826	5.08227
6.53962	7.69288	5.82871	10	8.35938	7.28235
9.18727	9.43687	5.45362	8.10042	8.84875	0.608738
9.19762	7.68174	5.25103	10	6.99506	4.14112
8.6808	6.35972	2.90836	10	6.28517	1.61213
3.26784	7.65147	2.95411	0.866736	10	1.13701
5.39575	7.63604	5.81789	5.86606	10	5.24462
7.68623	5.58379	1.34688	9.10163	6.12504	0
7.38013	6.78314	3.32842	10	8.33568	2.12516
1.61281	8.59626	5.54727	3.06637	10	5.53641
9.87748	2.23195	2.08501	9.83876	3.70523	6.86287
5.90084	7.89465	1.37399	6.38698	8.70627	0
8.93005	6.34401	0.263096	9.11223	6.4312	0
1.91376	7.84618	5.29514	0.659796	10	2.95201
9.42823	6.19814	2.99553	10	2.04525	5.55392
9.14728	3.91044	4.49109	10	4.06138	4.27172
6.04166	8.99265	7.56427	6.80099	10	7.41387
9.34855	1.14286	0.950773	10	0.960485	0.428192
4.93819	7.84405	1.0243	0.42917	9.53109	2.37435
8.94079	6.9444	4.97625	10	8.45437	6.48102
9.59473	8.44237	1.94657	10	5.151	0.863721
6.3279	9.02618	5.90512	7.37695	10	5.49537
0.0404188	8.62716	3.69895	0.0308705	10	1.91983
1.66562	8.71023	4.31902	0.334871	10	3.52705
9.45868	7.60003	4.6866	10	6.92615	4.23999
7.73802	6.73882	6.28114	10	8.32286	4.97404
8.30227	5.85988	6.33489	7.02746	1.54766	4.14866
3.15535	7.7909	4.5878	0	9.99961	3.37129
9.42205	4.15285	1.25198	9.774	9.08735	1.97784
2.99044	8.78119	1.38408	1.26822	10	0.691776
6.64301	3.4779	6.19062	10	4.63492	3.42048
8.96814	7.64713	6.55778	10	8.43097	7.45986
6.82583	8.38109	0.541714	6.10571	10	0.919544
3.17665	5.14697	4.95917	5.66106	1.54074	2.5461
3.33715	8.64179	5.35656	2.64808	10	7.03697
8.65219	9.46442	5.3145	10	9.92726	5.39161
7.9361	0.769595	1.70442	8.14897	1.0884	0
9.5084	8.60188	3.42747	9.7758	10	2.35802
1.18781	9.84102	7.44348	2.70366	9.84157	2.6788
7.17684	7.22608	9.39168	8.02312	6.82956	10
0.373529	9.00494	3.58293	0	9.3109	3.47778
9.79289	3.55415	5.57952	10	3.93089	5.82145
7.89407	4.63744	6.65287	10	4.94281	5.5986
8.24974	4.83891	1.54164	10	3.32576	1.79355
8.02008	5.82546	3.12553	10	5.34464	3.15229
9.44697	9.69583	1.4129	10	7.92365	2.35258
6.42164	7.6714	6.07733	10	8.5963	7.28185
9.1374	5.34691	2.3374	10	4.1913	1.60178
8.39049	4.114	5.00321	10	4.53631	4.24335
6.26393	7.20628	5.8508	10	5.9637	6.9864
6.43441	7.28131	1.9684	5.87174	8.88789	1.19209e-07
4.92616	7.06614	7.90634	9.00569	9.74563	8.99159
8.03841	7.25893	8.96634	7.50769	6.45434	10
7.583	9.6691	1.8817	7.73168	9.85742	0
5.79791	8.29554	3.21196	9.89381	6.66773	5.57285
7.50348	5.99813	4.64372	10	6.64421	5.53481
0.264306	7.35243	3.08889	0	8.81807	3.52032
7.99708	8.66529	6.32243	10	9.14264	5.28811
6.25836	4.88028	1.66133	4.84528	6.73862	0
6.86923	7.258	8.01713	10	9.00523	8.11264
6.59773	5.55782	2.26908	7.18803	5.02356	0
8.35869	6.05584	3.2656	10	5.21616	3.12992
9.70406	8.43021	3.44079	9.9788	8.63479	0
7.3339	0.788281	1.14599	8.47335	1.1298	0
4.87032	9.79568	4.62681	2.54152	10	5.79488
7.18885	5.0777	5.33335	10	4.59303	5.06399
2.616	6.13628	7.04504	2.86664	10	5.77173
7.70307	8.09384	6.96084	7.21656	10	8.2497
8.16773	3.59948	3.06751	10	4.1424	3.91615
8.59978	0.641584	1.69395	7.98007	1.12154	0
9.66221	7.1109	0.520294	10	4.53626	0.218288
8.78004	2.74384	9.22916	8.78633	3.37943	10
3.40663	9.40731	5.85224	3.02253	10	4.81642
9.828	3.19559	2.04771	9.82004	0.165709	0
5.92632	9.08483	0.792855	6.35192	10	0.883062
9.57923	6.88455	1.59255	9.75908	6.74575	0
5.25588	3.23431	5.89996	9.70076	5.04394	4.497
9.79922	6.58646	6.48062	10	3.38935	5.19634
4.98092	6.25772	6.34961	6.88589	9.40476	9.73594
7.99548	3.94207	5.19007	10	4.5862	4.27344
6.40656	8.4587	3.86213	7.64739	10	4.01241
8.67384	3.80982	6.66301	10	2.75454	7.44394
8.1463	9.73324	9.67655	8.25345	9.57134	4.68032
9.05807	5.70287	3.01999	10	6.17558	3.37351
3.41054	7.17677	4.75008	4.30537	10	5.00417
8.4433	7.46682	7.85879	9.76522	10	9.80108
9.81915	9.09584	5.73289	8.76135	10	6.9837
9.52101	0.935953	0.615953	10	0.484803	0.158901
8.76091	2.98237	2.51599	10	2.44106	2.99687
5.76926	2.50333	0.463629	8.5683	1.06581	0
6.96702	2.49465	2.36638	5.64012	6.79748	0.192653
8.91621	7.78949	1.7428	10	9.90916	1.67459
7.9876	9.10959	2.08634	8.66226	8.64679	0
9.15669	4.77413	5.81219	10	3.00093	5.40525
7.73081	6.3907	9.53347	7.50952	6.50189	10
4.82226	7.73989	0.465845	4.58808	9.0031	0
9.19692	8.38025	6.47981	8.82253	7.66627	10
3.41757	7.1025	5.57828	0.671651	10	5.52251
7.85439	9.12683	5.82074	8.51973	10	6.12153
4.48629	9.06209	4.66541	3.65281	10	5.84394
3.21797	8.00568	7.59212	3.9137	10	8.00647
6.82305	6.03011	6.14723	8.47784	10	7.65586
9.981	8.49275	8.63987	9.69272	9.55036	10
7.4895	8.10164	4.77938	8.12772	10	5.19588
7.68716	6.74005	1.77778	8.33976	6.1615	0
6.2005	7.4499	4.45394	9.52897	9.93687	1.67253
7.16562	7.40809	2.81456	7.78925	10	1.95402
5.82073	8.26735	0.816251	5.98116	7.83319	5.96046e-08
6.54444	6.93955	2.6483	7.49787	4.49714	6.90572
5.21224	5.79227	1.6882	5.78555	5.90999	0
5.50015	5.86106	4.75746	10	7.23596	5.91692
1.78416	9.47191	4.46838	2.22731	10	4.64873
8.60083	6.09785	6.53378	10	9.83954	8.71533
0.613995	9.32874	5.13272	0.543445	10	5.27374
6.04575	6.8904	5.64341	9.13058	8.56613	9.20371
5.58558	7.244	0.701276	5.98985	7.45475	0
9.27325	4.81772	3.62405	10	2.90779	4.99957
9.96097	9.43192	8.30746	9.47084	10	9.69321
4.14085	7.98706	1.61103	4.98492	7.94478	0
8.57815	5.49482	2.41462	10	6.84123	1.99185
1.09714	7.27288	5.49853	0.386017	10	2.94749
4.59883	8.28909	1.11762	4.74288	8.35237	0
9.23816	7.92345	6.32977	10	7.9967	6.65358
8.2814	6.58206	3.22667	10	8.75512	2.12416
8.32558	7.73491	5.27389	7.78103	10	5.53156
9.17049	7.03879	4.25129	10	8.77575	3.86583
5.14443	6.75698	5.87705	8.69084	9.34503	8.26974
6.7443	7.68497	0.479357	5.34718	10	0.149916
8.05139	2.48428	2.78257	9.90814	1.00661	0
2.2408	7.9958	3.47403	0.674942	10	2.49166
5.33033	7.31172	9.20582	10	6.52291	9.63775
7.85981	8.90611	7.0989	7.70625	10	7.70786
5.81807	2.37136	3.1745	9.49098	0.371467	0.434033
9.5017	5.82708	0.574175	9.51827	6.12697	0
8.69153	7.47126	7.69231	10	8.45522	7.51023
8.14892	7.30432	7.82417	10	8.94026	8.65034
5.57201	8.59589	5.78178	5.06061	10	6.62766
4.16958	9.34334	4.31438	4.80703	10	4.04169
9.44301	9.13101	8.04997	9.72886	10	9.53509
9.39174	6.04584	3.29288	10	5.89238	3.13527
8.74079	4.64558	7.68831	8.1671	9.31047	5.98251
1.09928	9.61605	1.1101	1.69236	10	1.04789
2.40566	8.67524	5.69942	1.66815	10	5.64989
4.22552	9.79295	8.10916	4.96715	10	8.21034
4.85277	9.80428	6.992	2.5057	9.99347	2.58116
7.92986	6.92334	8.25705	10	9.45555	8.32439
8.28108	9.94052	9.98832	9.2161	9.87535	5.07695
9.47903	5.34161	3.77528	10	4.21944	3.93002
9.02806	6.31982	6.44716	10	7.53376	3.83155
8.31666	4.74892	6.19275	6.75792	9.43755	5.42655
5.71121	8.25328	0.327911	5.47442	8.93888	0
9.3102	5.10703	3.60436	10	5.365	3.61673
9.07001	9.69828	6.30714	10	9.14327	7.16374
9.11738	6.80956	7.76984	10	6.43785	6.07703
1.69134	7.92552	2.02443	1.36278	10	1.32562
5.99938	8.9393	0.0880703	5.79778	8.79889	0
7.47354	8.07689	4.95895	8.41589	10	5.82336
3.18921	5.84625	6.29353	1.84855	10	5.53857
9.04077	6.68868	0.309219	10	7.21725	0.616723
8.54248	6.98528	2.07679	10	8.63244	3.77268
7.17299	8.36001	0.424106	7.4564	8.63735	0
8.46964	9.13733	4.09774	10	8.8035	4.39968
2.59066	9.09013	3.72445	0	8.57676	1.28647
4.37197	5.13264	0.196639	5.83714	5.93924	0
2.78254	8.40394	5.29813	2.14807	10	4.10877
8.57008	4.8587	3.16879	10	4.43143	2.59101
5.56415	6.99013	5.88599	4.19603	10	5.88432
8.79917	5.33998	2.47844	10	5.09484	1.89128
4.92381	4.34224	4.3673	7.32336	1.95187	8.04539
9.61538	4.80156	0.352874	10	6.48063	0.443054
7.33392	1.59379	2.80998	9.85953	0.0129926	0
8.6114	1.46322	1.47856	10	0.588377	0.160582
5.08267	4.57402	3.71537	8.90291	7.58844	4.86387
9.67932	8.20136	5.86269	9.48853	10	5.28711
4.04182	8.16817	4.3713	7.87331	9.78607	7.14657
7.42254	3.39891	1.25576	10	1.67001	1.27683
7.02073	5.32916	3.41138	8.16681	10	3.77426
7.93542	9.01245	5.55372	8.42337	10	5.95984
6.22768	6.3553	0.1812	5.41328	9.11992	0
4.07449	7.56796	4.12538	0.794384	10	6.99114
2.26333	7.70107	2.67745	6.20411	9.42062	5.2296
7.08256	8.63703	5.31532	7.72132	10	5.89631
8.37417	8.83796	5.11489	10	9.06938	6.18415
8.43172	7.73553	3.69267	10	9.15511	4.49882
3.54914	7.9949	0.0739372	5.5501	10	0.0512265
5.4125	6.82965	0.60522	5.76129	6.75613	0
6.28993	2.41663	4.0535	8.75887	0	4.54323
